id	taxon	trait	dstate	value	units	country	state	created.by	created.date
2469	Scopulophila rixfordii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2470	Silene antirrhina	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2471	Silene aperta	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2472	Silene bernardina	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2473	Silene bridgesii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2474	Silene californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2475	Silene campanulata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2476	Silene campanulata ssp. campanulata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2477	Silene campanulata ssp. glandulosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2478	Silene conoidea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2479	Silene dichotoma	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2480	Silene douglasii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2481	Silene gallica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2482	Silene grayi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2483	Silene hookeri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2484	Silene invisa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2485	Silene laciniata ssp. major	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2486	Silene latifolia ssp. alba	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2487	Silene lemmonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2488	Silene marmorensis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2489	Silene menziesii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2490	Silene multinervia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2491	Silene noctiflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2492	Silene nuda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2493	Silene occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2494	Silene occidentalis ssp. longistipitata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2495	Silene occidentalis ssp. occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2496	Silene oregana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2497	Silene parishii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2498	Silene sargentii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2499	Silene scouleri ssp. grandis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2500	Silene suksdorfii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2501	Silene verecunda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2502	Silene verecunda ssp. andersonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2503	Silene verecunda ssp. platyota	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2504	Silene verecunda ssp. verecunda	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2505	Silene vulgaris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2506	Spergula arvensis ssp. arvensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2507	Spergularia atrosperma	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2508	Spergularia bocconei	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2509	Spergularia canadensis var. occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2510	Spergularia macrotheca	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2511	Spergularia macrotheca var. leucantha	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2512	Spergularia macrotheca var. longistyla	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2513	Spergularia macrotheca var. macrotheca	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2514	Spergularia marina	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2515	Spergularia media	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2516	Spergularia platensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2517	Spergularia rubra	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2518	Spergularia villosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2519	Stellaria borealis ssp. sitchana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2520	Stellaria calycantha	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2521	Stellaria crispa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2522	Stellaria graminea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2523	Stellaria littoralis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2524	Stellaria longifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2525	Stellaria longipes var. longipes	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2526	Stellaria media	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2527	Stellaria nitens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2528	Stellaria obtusa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2529	Stellaria pallida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2530	Stellaria umbellata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2531	Vaccaria hispanica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2532	Velezia rigida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2533	Euonymus occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2534	Euonymus occidentalis var. occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2535	Euonymus occidentalis var. parishii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2536	Mortonia utahensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2537	Paxistima myrsinites	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2538	Ceratophyllum demersum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2539	Allenrolfea occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2540	Aphanisma blitoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2541	Atriplex argentea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2542	Atriplex argentea var. argentea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2543	Atriplex argentea var. hillmanii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2544	Atriplex argentea var. mohavensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2545	Atriplex californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2546	Atriplex canescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2547	Atriplex canescens ssp. canescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2548	Atriplex canescens ssp. linearis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2549	Atriplex confertifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2550	Atriplex cordulata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2551	Atriplex coronata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2552	Atriplex coronata var. coronata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2553	Atriplex coronata var. notatior	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2554	Atriplex coulteri	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2555	Atriplex depressa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2556	Atriplex elegans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2557	Atriplex elegans var. elegans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2558	Atriplex elegans var. fasciculata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2559	Atriplex fruticulosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2560	Atriplex gardneri var. falcata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2561	Atriplex heterosperma	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2562	Atriplex hortensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2563	Atriplex hymenelytra	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2564	Atriplex joaquiniana	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2565	Atriplex lentiformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2566	Atriplex lentiformis ssp. lentiformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2567	Atriplex lentiformis ssp. torreyi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2568	Atriplex leucophylla	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2569	Atriplex lindleyi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2570	Atriplex minuscula	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2571	Atriplex nummularia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2572	Atriplex pacifica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2573	Atriplex parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2574	Atriplex parryi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2575	Atriplex patula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2576	Atriplex patula var. obtusa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2577	Atriplex patula var. patula	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2578	Atriplex phyllostegia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2579	Atriplex polycarpa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2580	Atriplex pusilla	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2581	Atriplex rosea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2582	Atriplex semibaccata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2583	Atriplex serenana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2584	Atriplex serenana var. davidsonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2585	Atriplex serenana var. serenana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2586	Atriplex spinifera	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2587	Atriplex suberecta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2588	Atriplex subspicata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2589	Atriplex triangularis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2590	Atriplex truncata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2591	Atriplex tularensis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2592	Atriplex vallicola	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2593	Atriplex watsonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2594	Bassia hyssopifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2595	Beta vulgaris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2596	Chenopodium album	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2597	Chenopodium ambrosioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2598	Chenopodium atrovirens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2599	Chenopodium berlandieri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2600	Chenopodium botrys	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2601	Chenopodium californicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2602	Chenopodium carnosulum var. patagonicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2603	Chenopodium chenopodioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2604	Chenopodium desiccatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2605	Chenopodium foliosum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2606	Chenopodium fremontii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2607	Chenopodium glaucum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2608	Chenopodium hians	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2609	Chenopodium incanum var. occidentale	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2610	Chenopodium incognitum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2611	Chenopodium leptophyllum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2612	Chenopodium macrospermum var. halophilum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2613	Chenopodium missouriense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2614	Chenopodium multifidum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2615	Chenopodium murale	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2616	Chenopodium nevadense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2617	Chenopodium pratericola	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2618	Chenopodium pumilio	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2619	Chenopodium rubrum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2620	Chenopodium simplex	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2621	Chenopodium strictum var. glaucophyllum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2622	Chenopodium vulvaria	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2623	Corispermum hyssopifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2624	Cycloloma atriplicifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2625	Grayia spinosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2626	Halogeton glomeratus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2627	Kochia americana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2628	Kochia californica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2629	Kochia scoparia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2630	Krascheninnikovia lanata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2631	Monolepis nuttalliana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2632	Monolepis pusilla	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2633	Monolepis spathulata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2634	Nitrophila mohavensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2635	Nitrophila occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2636	Salicornia bigelovii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2637	Salicornia europaea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2638	Salicornia subterminalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2639	Salicornia utahensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2640	Salicornia virginica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2641	Salsola damascena	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2642	Salsola paulsenii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2643	Salsola soda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2644	Salsola tragus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2645	Sarcobatus vermiculatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2646	Suaeda calceoliformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2647	Suaeda californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2648	Suaeda esteroa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2649	Suaeda nigra	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2650	Suaeda taxifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2651	Cistus creticus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2652	Cistus ladanifer	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2653	Cistus monspeliensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2654	Cistus salviifolius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2655	Helianthemum greenei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2656	Helianthemum scoparium	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2657	Tuberaria guttata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2658	Calystegia atriplicifolia ssp. buttensis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2659	Calystegia collina	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2660	Calystegia collina ssp. collina	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2661	Calystegia collina ssp. oxyphylla	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2662	Calystegia collina ssp. tridactylosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2663	Calystegia collina ssp. venusta	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2664	Calystegia longipes	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2665	Calystegia macrostegia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2666	Calystegia macrostegia ssp. amplissima	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2667	Calystegia macrostegia ssp. arida	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2668	Calystegia macrostegia ssp. cyclostegia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2669	Calystegia macrostegia ssp. intermedia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2670	Calystegia macrostegia ssp. macrostegia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2671	Calystegia macrostegia ssp. tenuifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2672	Calystegia malacophylla	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2673	Calystegia malacophylla ssp. malacophylla	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2674	Calystegia malacophylla ssp. pedicellata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2675	Calystegia occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2676	Calystegia occidentalis ssp. fulcrata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2677	Calystegia occidentalis ssp. occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2678	Calystegia peirsonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2679	Calystegia purpurata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2680	Calystegia purpurata ssp. purpurata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2681	Calystegia purpurata ssp. saxicola	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2682	Calystegia sepium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2683	Calystegia sepium ssp. binghamiae	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2684	Calystegia sepium ssp. limnophila	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2685	Calystegia soldanella	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2686	Calystegia stebbinsii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2687	Calystegia subacaulis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2688	Calystegia subacaulis ssp. episcopalis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2689	Calystegia subacaulis ssp. subacaulis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2690	Convolvulus althaeoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2691	Convolvulus arvensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2692	Convolvulus simulans	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2693	Cressa truxillensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2694	Dichondra donelliana	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2695	Dichondra occidentalis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2696	Ipomoea cairica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2697	Ipomoea mutabilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2698	Ipomoea nil	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2699	Ipomoea purpurea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2700	Ipomoea triloba	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2701	Cornus canadensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2702	Cornus glabrata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2703	Cornus nuttallii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2704	Cornus sericea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2705	Cornus sericea ssp. occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2706	Cornus sericea ssp. sericea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2707	Cornus sessilis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2708	Aeonium arboreum var. arboreum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2709	Aeonium haworthii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2710	Cotyledon orbiculata var. oblonga	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2711	Crassula aquatica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2712	Crassula connata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2713	Crassula solieri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2714	Crassula tillaea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2715	Dudleya abramsii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2716	Dudleya abramsii ssp. abramsii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2717	Dudleya abramsii ssp. affinis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2718	Dudleya abramsii ssp. bettinae	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2719	Dudleya abramsii ssp. murina	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2720	Dudleya abramsii ssp. parva	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2721	Dudleya attenuata ssp. orcuttii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2722	Dudleya blochmaniae	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2723	Dudleya blochmaniae ssp. blochmaniae	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2724	Dudleya blochmaniae ssp. brevifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2725	Dudleya blochmaniae ssp. insularis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2726	Dudleya caespitosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2727	Dudleya calcicola	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2728	Dudleya candelabrum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2729	Dudleya cymosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2730	Dudleya cymosa ssp. costafolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2731	Dudleya cymosa ssp. crebrifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2732	Dudleya cymosa ssp. cymosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2733	Dudleya cymosa ssp. marcescens	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2734	Dudleya cymosa ssp. ovatifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2735	Dudleya cymosa ssp. paniculata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2736	Dudleya cymosa ssp. pumila	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2737	Dudleya densiflora	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2738	Dudleya edulis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2739	Dudleya farinosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2740	Dudleya greenei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2741	Dudleya hassei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2742	Dudleya lanceolata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
2743	Dudleya multicaulis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2744	Dudleya nesiotica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
2745	Dudleya palmeri	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
