id	taxon	trait	value	units	created.by	created.date
6813	Carex luzulina	Low elevation	0	m	D. Ackerly	7/21/06
6814	Carex luzulina var. ablata	Low elevation	1200	m	D. Ackerly	7/21/06
6815	Carex luzulina var. luzulina	Low elevation	0	m	D. Ackerly	7/21/06
6816	Carex lyngbyei	Low elevation	0	m	D. Ackerly	7/21/06
6817	Carex mariposana	Low elevation	1200	m	D. Ackerly	7/21/06
6818	Carex mendocinensis	Low elevation	100	m	D. Ackerly	7/21/06
6819	Carex mertensii	Low elevation	1500	m	D. Ackerly	7/21/06
6820	Carex microptera	Low elevation	1500	m	D. Ackerly	7/21/06
6821	Carex molesta	Low elevation	0	m	D. Ackerly	7/21/06
6822	Carex multicaulis	Low elevation	0	m	D. Ackerly	7/21/06
6823	Carex multicostata	Low elevation	100	m	D. Ackerly	7/21/06
6824	Carex nebrascensis	Low elevation	0	m	D. Ackerly	7/21/06
6825	Carex nervina	Low elevation	1200	m	D. Ackerly	7/21/06
6826	Carex neurophora	Low elevation	1500	m	D. Ackerly	7/21/06
6827	Carex nigricans	Low elevation	2300	m	D. Ackerly	7/21/06
6828	Carex norvegica	Low elevation	2800	m	D. Ackerly	7/21/06
6829	Carex nudata	Low elevation	0	m	D. Ackerly	7/21/06
6830	Carex obispoensis	Low elevation	0	m	D. Ackerly	7/21/06
6831	Carex obnupta	Low elevation	0	m	D. Ackerly	7/21/06
6832	Carex occidentalis	Low elevation	1900	m	D. Ackerly	7/21/06
6833	Carex ovalis	Low elevation	0	m	D. Ackerly	7/21/06
6834	Carex pachystachya	Low elevation	0	m	D. Ackerly	7/21/06
6835	Carex pansa	Low elevation	0	m	D. Ackerly	7/21/06
6836	Carex parryana var. hallii	Low elevation	3200	m	D. Ackerly	7/21/06
6837	Carex petasata	Low elevation	600	m	D. Ackerly	7/21/06
6838	Carex phaeocephala	Low elevation	2700	m	D. Ackerly	7/21/06
6839	Carex praeceptorum	Low elevation	2400	m	D. Ackerly	7/21/06
6840	Carex praegracilis	Low elevation	0	m	D. Ackerly	7/21/06
6841	Carex praticola	Low elevation	0	m	D. Ackerly	7/21/06
6842	Carex preslii	Low elevation	0	m	D. Ackerly	7/21/06
6843	Carex proposita	Low elevation	3000	m	D. Ackerly	7/21/06
6844	Carex raynoldsii	Low elevation	1800	m	D. Ackerly	7/21/06
6845	Carex retroflexa var. texensis	Low elevation	0	m	D. Ackerly	7/21/06
6846	Carex rossii	Low elevation	0	m	D. Ackerly	7/21/06
6847	Carex saliniformis	Low elevation	0	m	D. Ackerly	7/21/06
6848	Carex sartwelliana	Low elevation	1200	m	D. Ackerly	7/21/06
6849	Carex schottii	Low elevation	0	m	D. Ackerly	7/21/06
6850	Carex scirpoidea var. pseudoscirpoidea	Low elevation	3500	m	D. Ackerly	7/21/06
6851	Carex scoparia	Low elevation	0	m	D. Ackerly	7/21/06
6852	Carex scopulorum var. bracteosa	Low elevation	1200	m	D. Ackerly	7/21/06
6853	Carex senta	Low elevation	0	m	D. Ackerly	7/21/06
6854	Carex serratodens	Low elevation	0	m	D. Ackerly	7/21/06
6855	Carex sheldonii	Low elevation	1200	m	D. Ackerly	7/21/06
6856	Carex simulata	Low elevation	0	m	D. Ackerly	7/21/06
6857	Carex specifica	Low elevation	1200	m	D. Ackerly	7/21/06
6858	Carex spectabilis	Low elevation	1800	m	D. Ackerly	7/21/06
6859	Carex spissa	Low elevation	0	m	D. Ackerly	7/21/06
6860	Carex stipata var. stipata	Low elevation	0	m	D. Ackerly	7/21/06
6861	Carex straminiformis	Low elevation	2000	m	D. Ackerly	7/21/06
6862	Carex subbracteata	Low elevation	0	m	D. Ackerly	7/21/06
6863	Carex subfusca	Low elevation	100	m	D. Ackerly	7/21/06
6864	Carex subnigricans	Low elevation	2600	m	D. Ackerly	7/21/06
6865	Carex tahoensis	Low elevation	2900	m	D. Ackerly	7/21/06
6866	Carex tiogana	Low elevation	3100	m	D. Ackerly	7/21/06
6867	Carex tompkinsii	Low elevation	1200	m	D. Ackerly	7/21/06
6868	Carex triquetra	Low elevation	600	m	D. Ackerly	7/21/06
6869	Carex tumulicola	Low elevation	0	m	D. Ackerly	7/21/06
6870	Carex unilateralis	Low elevation	0	m	D. Ackerly	7/21/06
6871	Carex utriculata	Low elevation	0	m	D. Ackerly	7/21/06
6872	Carex vallicola	Low elevation	0	m	D. Ackerly	7/21/06
6873	Carex vernacula	Low elevation	1800	m	D. Ackerly	7/21/06
6874	Carex vesicaria	Low elevation	0	m	D. Ackerly	7/21/06
6875	Carex vesicaria var. major	Low elevation	0	m	D. Ackerly	7/21/06
6876	Carex vesicaria var. vesicaria	Low elevation	0	m	D. Ackerly	7/21/06
6877	Carex viridula var. viridula	Low elevation	0	m	D. Ackerly	7/21/06
6878	Carex vulpinoidea	Low elevation	0	m	D. Ackerly	7/21/06
6879	Carex whitneyi	Low elevation	1200	m	D. Ackerly	7/21/06
6880	Cladium californicum	Low elevation	0	m	D. Ackerly	7/21/06
6881	Cyperus acuminatus	Low elevation	0	m	D. Ackerly	7/21/06
6882	Cyperus bipartitus	Low elevation	100	m	D. Ackerly	7/21/06
6883	Cyperus difformis	Low elevation	100	m	D. Ackerly	7/21/06
6884	Cyperus eragrostis	Low elevation	0	m	D. Ackerly	7/21/06
6885	Cyperus erythrorhizos	Low elevation	0	m	D. Ackerly	7/21/06
6886	Cyperus esculentus	Low elevation	0	m	D. Ackerly	7/21/06
6887	Cyperus fuscus	Low elevation	0	m	D. Ackerly	7/21/06
6888	Cyperus involucratus	Low elevation	0	m	D. Ackerly	7/21/06
6889	Cyperus laevigatus	Low elevation	0	m	D. Ackerly	7/21/06
6890	Cyperus ligularis	Low elevation	0	m	D. Ackerly	7/21/06
6891	Cyperus niger	Low elevation	0	m	D. Ackerly	7/21/06
6892	Cyperus odoratus	Low elevation	0	m	D. Ackerly	7/21/06
6893	Cyperus parishii	Low elevation	0	m	D. Ackerly	7/21/06
6894	Cyperus rotundus	Low elevation	0	m	D. Ackerly	7/21/06
6895	Cyperus squarrosus	Low elevation	0	m	D. Ackerly	7/21/06
6896	Cyperus strigosus	Low elevation	0	m	D. Ackerly	7/21/06
6897	Dulichium arundinaceum	Low elevation	1500	m	D. Ackerly	7/21/06
6898	Eleocharis acicularis	Low elevation	0	m	D. Ackerly	7/21/06
6899	Eleocharis acicularis var. acicularis	Low elevation	0	m	D. Ackerly	7/21/06
6900	Eleocharis acicularis var. bella	Low elevation	900	m	D. Ackerly	7/21/06
6901	Eleocharis atropurpurea	Low elevation	0	m	D. Ackerly	7/21/06
6902	Eleocharis bolanderi	Low elevation	1000	m	D. Ackerly	7/21/06
6903	Eleocharis geniculata	Low elevation	0	m	D. Ackerly	7/21/06
6904	Eleocharis macrostachya	Low elevation	0	m	D. Ackerly	7/21/06
6905	Eleocharis montevidensis	Low elevation	0	m	D. Ackerly	7/21/06
6906	Eleocharis obtusa	Low elevation	0	m	D. Ackerly	7/21/06
6907	Eleocharis obtusa var. engelmannii	Low elevation	0	m	D. Ackerly	7/21/06
6908	Eleocharis obtusa var. obtusa	Low elevation	0	m	D. Ackerly	7/21/06
6909	Eleocharis pachycarpa	Low elevation	0	m	D. Ackerly	7/21/06
6910	Eleocharis parishii	Low elevation	0	m	D. Ackerly	7/21/06
6911	Eleocharis parvula	Low elevation	0	m	D. Ackerly	7/21/06
6912	Eleocharis pauciflora	Low elevation	1500	m	D. Ackerly	7/21/06
6913	Eleocharis quadrangulata	Low elevation	0	m	D. Ackerly	7/21/06
6914	Eleocharis radicans	Low elevation	0	m	D. Ackerly	7/21/06
6915	Eleocharis rostellata	Low elevation	0	m	D. Ackerly	7/21/06
6916	Eleocharis thermalis	Low elevation	0	m	D. Ackerly	7/21/06
6917	Eriophorum criniger	Low elevation	2000	m	D. Ackerly	7/21/06
6918	Eriophorum gracile	Low elevation	2000	m	D. Ackerly	7/21/06
6919	Fimbristylis miliacea	Low elevation	300	m	D. Ackerly	7/21/06
6920	Fimbristylis thermalis	Low elevation	500	m	D. Ackerly	7/21/06
6921	Fimbristylis vahlii	Low elevation	0	m	D. Ackerly	7/21/06
6922	Kobresia bellardii	Low elevation	3000	m	D. Ackerly	7/21/06
6923	Kyllinga brevifolia	Low elevation	0	m	D. Ackerly	7/21/06
6924	Lipocarpha aristulata	Low elevation	100	m	D. Ackerly	7/21/06
6925	Lipocarpha micrantha	Low elevation	0	m	D. Ackerly	7/21/06
6926	Lipocarpha occidentalis	Low elevation	1200	m	D. Ackerly	7/21/06
6927	Rhynchospora alba	Low elevation	0	m	D. Ackerly	7/21/06
6928	Rhynchospora californica	Low elevation	0	m	D. Ackerly	7/21/06
6929	Rhynchospora capitellata	Low elevation	0	m	D. Ackerly	7/21/06
6930	Rhynchospora globularis var. globularis	Low elevation	0	m	D. Ackerly	7/21/06
6931	Schoenus nigricans	Low elevation	0	m	D. Ackerly	7/21/06
6932	Scirpus acutus var. occidentalis	Low elevation	0	m	D. Ackerly	7/21/06
6933	Scirpus americanus	Low elevation	0	m	D. Ackerly	7/21/06
6934	Scirpus californicus	Low elevation	0	m	D. Ackerly	7/21/06
6935	Scirpus cernuus	Low elevation	0	m	D. Ackerly	7/21/06
6936	Scirpus clementis	Low elevation	2400	m	D. Ackerly	7/21/06
6937	Scirpus congdonii	Low elevation	600	m	D. Ackerly	7/21/06
6938	Scirpus diffusus	Low elevation	300	m	D. Ackerly	7/21/06
6939	Scirpus fluviatilis	Low elevation	0	m	D. Ackerly	7/21/06
6940	Scirpus heterochaetus	Low elevation	1500	m	D. Ackerly	7/21/06
6941	Scirpus koilolepis	Low elevation	0	m	D. Ackerly	7/21/06
6942	Scirpus maritimus	Low elevation	0	m	D. Ackerly	7/21/06
6943	Scirpus microcarpus	Low elevation	0	m	D. Ackerly	7/21/06
6944	Scirpus mucronatus	Low elevation	0	m	D. Ackerly	7/21/06
6945	Scirpus nevadensis	Low elevation	1000	m	D. Ackerly	7/21/06
6946	Scirpus pendulus	Low elevation	800	m	D. Ackerly	7/21/06
6947	Scirpus pumilus	Low elevation	3100	m	D. Ackerly	7/21/06
6948	Scirpus pungens	Low elevation	0	m	D. Ackerly	7/21/06
6949	Scirpus robustus	Low elevation	0	m	D. Ackerly	7/21/06
6950	Scirpus saximontanus	Low elevation	0	m	D. Ackerly	7/21/06
6951	Scirpus setaceus	Low elevation	0	m	D. Ackerly	7/21/06
6952	Scirpus subterminalis	Low elevation	700	m	D. Ackerly	7/21/06
6953	Scirpus tabernaemontani	Low elevation	0	m	D. Ackerly	7/21/06
6954	Scirpus tuberosus	Low elevation	0	m	D. Ackerly	7/21/06
6955	Egeria densa	Low elevation	0	m	D. Ackerly	7/21/06
6956	Elodea canadensis	Low elevation	300	m	D. Ackerly	7/21/06
6957	Elodea nuttallii	Low elevation	500	m	D. Ackerly	7/21/06
6958	Hydrilla verticillata	Low elevation	0	m	D. Ackerly	7/21/06
6959	Najas flexilis	Low elevation	0	m	D. Ackerly	7/21/06
6960	Najas gracillima	Low elevation	100	m	D. Ackerly	7/21/06
6961	Najas graminea	Low elevation	0	m	D. Ackerly	7/21/06
6962	Najas guadalupensis	Low elevation	0	m	D. Ackerly	7/21/06
6963	Najas marina	Low elevation	0	m	D. Ackerly	7/21/06
6964	Ottelia alismoides	Low elevation	0	m	D. Ackerly	7/21/06
6965	Chasmanthe floribunda	Low elevation	0	m	D. Ackerly	7/21/06
6966	Crocosmia X-crocosmiiflora	Low elevation	0	m	D. Ackerly	7/21/06
6967	Freesia alba	Low elevation	0	m	D. Ackerly	7/21/06
6968	Gladiolus italicus	Low elevation	0	m	D. Ackerly	7/21/06
6969	Gladiolus tristis	Low elevation	0	m	D. Ackerly	7/21/06
6970	Iris bracteata	Low elevation	500	m	D. Ackerly	7/21/06
6971	Iris chrysophylla	Low elevation	600	m	D. Ackerly	7/21/06
6972	Iris douglasiana	Low elevation	0	m	D. Ackerly	7/21/06
6973	Iris fernaldii	Low elevation	0	m	D. Ackerly	7/21/06
6974	Iris hartwegii	Low elevation	600	m	D. Ackerly	7/21/06
6975	Iris hartwegii ssp. australis	Low elevation	1600	m	D. Ackerly	7/21/06
6976	Iris hartwegii ssp. columbiana	Low elevation	600	m	D. Ackerly	7/21/06
6977	Iris hartwegii ssp. hartwegii	Low elevation	600	m	D. Ackerly	7/21/06
6978	Iris hartwegii ssp. pinetorum	Low elevation	1000	m	D. Ackerly	7/21/06
6979	Iris innominata	Low elevation	300	m	D. Ackerly	7/21/06
6980	Iris longipetala	Low elevation	0	m	D. Ackerly	7/21/06
6981	Iris macrosiphon	Low elevation	0	m	D. Ackerly	7/21/06
6982	Iris missouriensis	Low elevation	900	m	D. Ackerly	7/21/06
6983	Iris munzii	Low elevation	500	m	D. Ackerly	7/21/06
6984	Iris pseudacorus	Low elevation	0	m	D. Ackerly	7/21/06
6985	Iris purdyi	Low elevation	0	m	D. Ackerly	7/21/06
6986	Iris tenax ssp. klamathensis	Low elevation	100	m	D. Ackerly	7/21/06
6987	Iris tenuissima	Low elevation	100	m	D. Ackerly	7/21/06
6988	Iris tenuissima ssp. purdyiformis	Low elevation	600	m	D. Ackerly	7/21/06
6989	Iris tenuissima ssp. tenuissima	Low elevation	100	m	D. Ackerly	7/21/06
6990	Ixia maculata	Low elevation	0	m	D. Ackerly	7/21/06
6991	Libertia formosa	Low elevation	0	m	D. Ackerly	7/21/06
6992	Romulea rosea var. australis	Low elevation	0	m	D. Ackerly	7/21/06
6993	Sisyrinchium bellum	Low elevation	0	m	D. Ackerly	7/21/06
6994	Sisyrinchium californicum	Low elevation	0	m	D. Ackerly	7/21/06
6995	Sisyrinchium douglasii var. douglasii	Low elevation	0	m	D. Ackerly	7/21/06
6996	Sisyrinchium elmeri	Low elevation	1200	m	D. Ackerly	7/21/06
6997	Sisyrinchium funereum	Low elevation	0	m	D. Ackerly	7/21/06
6998	Sisyrinchium halophilum	Low elevation	0	m	D. Ackerly	7/21/06
6999	Sisyrinchium idahoense	Low elevation	900	m	D. Ackerly	7/21/06
7000	Sisyrinchium idahoense var. idahoense	Low elevation	900	m	D. Ackerly	7/21/06
7001	Sisyrinchium idahoense var. occidentale	Low elevation	900	m	D. Ackerly	7/21/06
7002	Sparaxis grandiflora	Low elevation	0	m	D. Ackerly	7/21/06
7003	Sparaxis tricolor	Low elevation	0	m	D. Ackerly	7/21/06
7004	Watsonia marginata	Low elevation	0	m	D. Ackerly	7/21/06
7005	Watsonia meriana	Low elevation	0	m	D. Ackerly	7/21/06
7006	Juncus acuminatus	Low elevation	0	m	D. Ackerly	7/21/06
7007	Juncus acutus ssp. leopoldii	Low elevation	0	m	D. Ackerly	7/21/06
7008	Juncus ambiguus	Low elevation	0	m	D. Ackerly	7/21/06
7009	Juncus articulatus	Low elevation	500	m	D. Ackerly	7/21/06
7010	Juncus balticus	Low elevation	0	m	D. Ackerly	7/21/06
7011	Juncus bolanderi	Low elevation	0	m	D. Ackerly	7/21/06
7012	Juncus brachyphyllus	Low elevation	900	m	D. Ackerly	7/21/06
7013	Juncus breweri	Low elevation	0	m	D. Ackerly	7/21/06
7014	Juncus bryoides	Low elevation	600	m	D. Ackerly	7/21/06
7015	Juncus bufonius	Low elevation	0	m	D. Ackerly	7/21/06
7016	Juncus bufonius var. bufonius	Low elevation	0	m	D. Ackerly	7/21/06
7017	Juncus bufonius var. congestus	Low elevation	0	m	D. Ackerly	7/21/06
7018	Juncus bufonius var. occidentalis	Low elevation	0	m	D. Ackerly	7/21/06
7019	Juncus capillaris	Low elevation	1200	m	D. Ackerly	7/21/06
7020	Juncus capitatus	Low elevation	0	m	D. Ackerly	7/21/06
7021	Juncus chlorocephalus	Low elevation	1200	m	D. Ackerly	7/21/06
7022	Juncus confusus	Low elevation	1200	m	D. Ackerly	7/21/06
7023	Juncus cooperi	Low elevation	0	m	D. Ackerly	7/21/06
7024	Juncus covillei	Low elevation	0	m	D. Ackerly	7/21/06
7025	Juncus covillei var. covillei	Low elevation	0	m	D. Ackerly	7/21/06
7026	Juncus covillei var. obtusatus	Low elevation	500	m	D. Ackerly	7/21/06
7027	Juncus cyperoides	Low elevation	1000	m	D. Ackerly	7/21/06
7028	Juncus diffusissimus	Low elevation	0	m	D. Ackerly	7/21/06
7029	Juncus drummondii	Low elevation	2000	m	D. Ackerly	7/21/06
7030	Juncus dubius	Low elevation	0	m	D. Ackerly	7/21/06
7031	Juncus dudleyi	Low elevation	0	m	D. Ackerly	7/21/06
7032	Juncus duranii	Low elevation	1800	m	D. Ackerly	7/21/06
7033	Juncus effusus	Low elevation	0	m	D. Ackerly	7/21/06
7034	Juncus effusus var. brunneus	Low elevation	0	m	D. Ackerly	7/21/06
7035	Juncus effusus var. exiguus	Low elevation	700	m	D. Ackerly	7/21/06
7036	Juncus effusus var. gracilis	Low elevation	0	m	D. Ackerly	7/21/06
7037	Juncus effusus var. pacificus	Low elevation	0	m	D. Ackerly	7/21/06
7038	Juncus ensifolius	Low elevation	0	m	D. Ackerly	7/21/06
7039	Juncus falcatus var. falcatus	Low elevation	0	m	D. Ackerly	7/21/06
7040	Juncus hemiendytus	Low elevation	400	m	D. Ackerly	7/21/06
7041	Juncus hemiendytus var. abjectus	Low elevation	1400	m	D. Ackerly	7/21/06
7042	Juncus hemiendytus var. hemiendytus	Low elevation	400	m	D. Ackerly	7/21/06
7043	Juncus howellii	Low elevation	800	m	D. Ackerly	7/21/06
7044	Juncus kelloggii	Low elevation	0	m	D. Ackerly	7/21/06
7045	Juncus leiospermus	Low elevation	0	m	D. Ackerly	7/21/06
7046	Juncus leiospermus var. ahartii	Low elevation	0	m	D. Ackerly	7/21/06
7047	Juncus leiospermus var. leiospermus	Low elevation	200	m	D. Ackerly	7/21/06
7048	Juncus lesueurii	Low elevation	0	m	D. Ackerly	7/21/06
7049	Juncus longistylis	Low elevation	1800	m	D. Ackerly	7/21/06
7050	Juncus luciensis	Low elevation	300	m	D. Ackerly	7/21/06
7051	Juncus macrandrus	Low elevation	1200	m	D. Ackerly	7/21/06
7052	Juncus macrophyllus	Low elevation	0	m	D. Ackerly	7/21/06
7053	Juncus marginatus var. marginatus	Low elevation	0	m	D. Ackerly	7/21/06
7054	Juncus mertensianus	Low elevation	1200	m	D. Ackerly	7/21/06
7055	Juncus mexicanus	Low elevation	0	m	D. Ackerly	7/21/06
7056	Juncus nevadensis	Low elevation	1200	m	D. Ackerly	7/21/06
7057	Juncus nodosus	Low elevation	0	m	D. Ackerly	7/21/06
7058	Juncus occidentalis	Low elevation	0	m	D. Ackerly	7/21/06
7059	Juncus orthophyllus	Low elevation	1200	m	D. Ackerly	7/21/06
7060	Juncus oxymeris	Low elevation	0	m	D. Ackerly	7/21/06
7061	Juncus parryi	Low elevation	2000	m	D. Ackerly	7/21/06
7062	Juncus patens	Low elevation	0	m	D. Ackerly	7/21/06
7063	Juncus phaeocephalus	Low elevation	0	m	D. Ackerly	7/21/06
7064	Juncus phaeocephalus var. paniculatus	Low elevation	2100	m	D. Ackerly	7/21/06
7065	Juncus phaeocephalus var. phaeocephalus	Low elevation	0	m	D. Ackerly	7/21/06
7066	Juncus regelii	Low elevation	800	m	D. Ackerly	7/21/06
7067	Juncus rugulosus	Low elevation	0	m	D. Ackerly	7/21/06
7068	Juncus saximontanus	Low elevation	1500	m	D. Ackerly	7/21/06
7069	Juncus supiniformis	Low elevation	0	m	D. Ackerly	7/21/06
7070	Juncus tenuis	Low elevation	0	m	D. Ackerly	7/21/06
7071	Juncus textilis	Low elevation	0	m	D. Ackerly	7/21/06
7072	Juncus tiehmii	Low elevation	300	m	D. Ackerly	7/21/06
7073	Juncus torreyi	Low elevation	0	m	D. Ackerly	7/21/06
7074	Juncus triformis	Low elevation	0	m	D. Ackerly	7/21/06
7075	Juncus uncialis	Low elevation	0	m	D. Ackerly	7/21/06
7076	Juncus xiphioides	Low elevation	0	m	D. Ackerly	7/21/06
7077	Luzula comosa	Low elevation	0	m	D. Ackerly	7/21/06
7078	Luzula divaricata	Low elevation	2100	m	D. Ackerly	7/21/06
7079	Luzula orestera	Low elevation	2700	m	D. Ackerly	7/21/06
7080	Luzula parviflora	Low elevation	1000	m	D. Ackerly	7/21/06
7081	Luzula spicata	Low elevation	2900	m	D. Ackerly	7/21/06
7082	Luzula subcongesta	Low elevation	2000	m	D. Ackerly	7/21/06
7083	Lilaea scilloides	Low elevation	0	m	D. Ackerly	7/21/06
7084	Triglochin concinna	Low elevation	0	m	D. Ackerly	7/21/06
7085	Triglochin concinna var. concinna	Low elevation	0	m	D. Ackerly	7/21/06
7086	Triglochin concinna var. debilis	Low elevation	0	m	D. Ackerly	7/21/06
7087	Triglochin maritima	Low elevation	0	m	D. Ackerly	7/21/06
7088	Triglochin palustris	Low elevation	2400	m	D. Ackerly	7/21/06
7089	Triglochin striata	Low elevation	0	m	D. Ackerly	7/21/06
7090	Lemna aequinoctialis	Low elevation	0	m	D. Ackerly	7/21/06
7091	Lemna gibba	Low elevation	0	m	D. Ackerly	7/21/06
7092	Lemna minor	Low elevation	0	m	D. Ackerly	7/21/06
7093	Lemna minuta	Low elevation	0	m	D. Ackerly	7/21/06
7094	Lemna trisulca	Low elevation	0	m	D. Ackerly	7/21/06
7095	Lemna turionifera	Low elevation	0	m	D. Ackerly	7/21/06
7096	Lemna valdiviana	Low elevation	0	m	D. Ackerly	7/21/06
7097	Spirodela polyrrhiza	Low elevation	0	m	D. Ackerly	7/21/06
7098	Spirodela punctata	Low elevation	0	m	D. Ackerly	7/21/06
7099	Wolffia arrhiza	Low elevation	0	m	D. Ackerly	7/21/06
7100	Wolffia borealis	Low elevation	0	m	D. Ackerly	7/21/06
7101	Wolffia brasiliensis	Low elevation	0	m	D. Ackerly	7/21/06
7102	Wolffia columbiana	Low elevation	0	m	D. Ackerly	7/21/06
7103	Wolffia globosa	Low elevation	0	m	D. Ackerly	7/21/06
7104	Wolffiella lingulata	Low elevation	0	m	D. Ackerly	7/21/06
7105	Wolffiella oblonga	Low elevation	0	m	D. Ackerly	7/21/06
7106	Agave deserti	Low elevation	0	m	D. Ackerly	7/21/06
7107	Agave shawii	Low elevation	0	m	D. Ackerly	7/21/06
7108	Agave utahensis	Low elevation	900	m	D. Ackerly	7/21/06
7109	Aloe saponaria	Low elevation	0	m	D. Ackerly	7/21/06
7110	Allium abramsii	Low elevation	1400	m	D. Ackerly	7/21/06
7111	Allium acuminatum	Low elevation	0	m	D. Ackerly	7/21/06
7112	Allium amplectens	Low elevation	0	m	D. Ackerly	7/21/06
7113	Allium anceps	Low elevation	1200	m	D. Ackerly	7/21/06
7114	Allium atrorubens	Low elevation	1200	m	D. Ackerly	7/21/06
7115	Allium atrorubens var. atrorubens	Low elevation	1200	m	D. Ackerly	7/21/06
7116	Allium atrorubens var. cristatum	Low elevation	1200	m	D. Ackerly	7/21/06
7117	Allium bisceptrum var. bisceptrum	Low elevation	2000	m	D. Ackerly	7/21/06
7118	Allium bolanderi	Low elevation	0	m	D. Ackerly	7/21/06
7119	Allium bolanderi var. bolanderi	Low elevation	0	m	D. Ackerly	7/21/06
7120	Allium bolanderi var. mirabile	Low elevation	0	m	D. Ackerly	7/21/06
7121	Allium burlewii	Low elevation	1800	m	D. Ackerly	7/21/06
7122	Allium campanulatum	Low elevation	600	m	D. Ackerly	7/21/06
7123	Allium cratericola	Low elevation	300	m	D. Ackerly	7/21/06
7124	Allium crispum	Low elevation	0	m	D. Ackerly	7/21/06
7125	Allium denticulatum	Low elevation	900	m	D. Ackerly	7/21/06
7126	Allium diabloense	Low elevation	500	m	D. Ackerly	7/21/06
7127	Allium dichlamydeum	Low elevation	0	m	D. Ackerly	7/21/06
7128	Allium falcifolium	Low elevation	100	m	D. Ackerly	7/21/06
7129	Allium fimbriatum	Low elevation	300	m	D. Ackerly	7/21/06
7130	Allium fimbriatum var. fimbriatum	Low elevation	300	m	D. Ackerly	7/21/06
7131	Allium fimbriatum var. mohavense	Low elevation	700	m	D. Ackerly	7/21/06
7132	Allium fimbriatum var. purdyi	Low elevation	300	m	D. Ackerly	7/21/06
7133	Allium haematochiton	Low elevation	0	m	D. Ackerly	7/21/06
7134	Allium hickmanii	Low elevation	0	m	D. Ackerly	7/21/06
7135	Allium hoffmanii	Low elevation	1100	m	D. Ackerly	7/21/06
7136	Allium howellii	Low elevation	200	m	D. Ackerly	7/21/06
7137	Allium howellii var. clokeyi	Low elevation	1300	m	D. Ackerly	7/21/06
7138	Allium howellii var. howellii	Low elevation	200	m	D. Ackerly	7/21/06
7139	Allium howellii var. sanbenitense	Low elevation	300	m	D. Ackerly	7/21/06
7140	Allium hyalinum	Low elevation	0	m	D. Ackerly	7/21/06
7141	Allium jepsonii	Low elevation	300	m	D. Ackerly	7/21/06
7142	Allium lacunosum	Low elevation	0	m	D. Ackerly	7/21/06
7143	Allium lacunosum var. davisiae	Low elevation	600	m	D. Ackerly	7/21/06
7144	Allium lacunosum var. kernense	Low elevation	700	m	D. Ackerly	7/21/06
7145	Allium lacunosum var. lacunosum	Low elevation	0	m	D. Ackerly	7/21/06
7146	Allium lacunosum var. micranthum	Low elevation	300	m	D. Ackerly	7/21/06
7147	Allium lemmonii	Low elevation	1200	m	D. Ackerly	7/21/06
7148	Allium membranaceum	Low elevation	100	m	D. Ackerly	7/21/06
7149	Allium monticola	Low elevation	1400	m	D. Ackerly	7/21/06
