id	taxon	LowEl	HighEl
5818	Potentilla gracilis var. fastigiata	800	3500
5819	Potentilla gracilis var. flabelliformis	1000	1600
5820	Potentilla gracilis var. gracilis	100	1100
5821	Potentilla grayi	2000	2800
5822	Potentilla hickmanii	0	100
5823	Potentilla millefolia	900	2000
5824	Potentilla morefieldii	3300	4000
5825	Potentilla multijuga	0	100
5826	Potentilla newberryi	1300	2200
5827	Potentilla norvegica	0	2300
5828	Potentilla palustris	0	2400
5829	Potentilla pensylvanica	2700	3800
5830	Potentilla pseudosericea	3200	4300
5831	Potentilla recta	100	1500
5832	Potentilla rimicola	2400	2800
5833	Potentilla rivalis	0	2100
5834	Potentilla wheeleri	1800	3500
5835	Prunus andersonii	900	2600
5836	Prunus cerasifera	0	200
5837	Prunus dulcis	0	200
5838	Prunus emarginata	0	2800
5839	Prunus fasciculata	0	2200
5840	Prunus fasciculata var. fasciculata	700	2200
5841	Prunus fasciculata var. punctata	0	200
5842	Prunus fremontii	200	1200
5843	Prunus ilicifolia	0	1600
5844	Prunus ilicifolia ssp. ilicifolia	0	1600
5845	Prunus ilicifolia ssp. lyonii	0	600
5846	Prunus subcordata	100	1900
5847	Prunus virginiana var. demissa	100	2900
5848	Purshia mexicana var. stansburyana	1100	2500
5849	Purshia tridentata	700	3400
5850	Purshia tridentata var. glandulosa	700	3000
5851	Purshia tridentata var. tridentata	900	3400
5852	Pyracantha angustifolia	0	200
5853	Rosa bridgesii	900	2500
5854	Rosa californica	0	1600
5855	Rosa canina	100	900
5856	Rosa eglanteria	0	1100
5857	Rosa gymnocarpa	0	2000
5858	Rosa minutifolia	100	4100
5859	Rosa nutkana var. nutkana	0	700
5860	Rosa pinetorum	0	300
5861	Rosa pisocarpa	0	2100
5862	Rosa spithamea	100	1600
5863	Rosa woodsii var. ultramontana	800	3400
5864	Rubus discolor	0	1600
5865	Rubus glaucifolius	700	2300
5866	Rubus laciniatus	0	1900
5867	Rubus lasiococcus	1100	2000
5868	Rubus leucodermis	0	2400
5869	Rubus nivalis	1200	4100
5870	Rubus parviflorus	0	2500
5871	Rubus pensilvanicus	0	1500
5872	Rubus spectabilis	0	1400
5873	Rubus ulmifolius var. inermis	0	500
5874	Rubus ursinus	0	1500
5875	Sanguisorba minor ssp. muricata	0	1600
5876	Sanguisorba occidentalis	700	1900
5877	Sanguisorba officinalis	100	1400
5878	Sibbaldia procumbens	1900	3700
5879	Sorbus aucuparia	0	1700
5880	Sorbus californica	1500	3400
5881	Sorbus scopulina	1200	2800
5882	Sorbus scopulina var. cascadensis	1200	2100
5883	Sorbus scopulina var. scopulina	1200	2800
5884	Sorbus sitchensis var. grayi	600	3000
5885	Spiraea densiflora	600	3400
5886	Spiraea douglasii	0	2000
5887	Cephalanthus occidentalis var. californicus	0	1000
5888	Crucianella angustifolia	200	600
5889	Diodia teres	0	100
5890	Galium ambiguum	100	2100
5891	Galium ambiguum var. ambiguum	0	4100
5892	Galium ambiguum var. siskiyouense	0	4100
5893	Galium andrewsii	200	2600
5894	Galium andrewsii ssp. andrewsii	200	2600
5895	Galium andrewsii ssp. gatense	200	1500
5896	Galium andrewsii ssp. intermedium	300	700
5897	Galium angustifolium	0	2700
5898	Galium angustifolium ssp. angustifolium	0	2700
5899	Galium angustifolium ssp. borregoense	300	1300
5900	Galium angustifolium ssp. foliosum	0	100
5901	Galium angustifolium ssp. gabrielense	1200	2700
5902	Galium angustifolium ssp. gracillimum	100	1600
5903	Galium angustifolium ssp. jacinticum	1300	2100
5904	Galium angustifolium ssp. nudicaule	1600	2700
5905	Galium angustifolium ssp. onycense	900	2300
5906	Galium aparine	0	1500
5907	Galium argense	1200	2400
5908	Galium bifolium	1500	3700
5909	Galium bolanderi	100	2600
5910	Galium boreale ssp. septentrionale	0	2000
5911	Galium buxifolium	0	400
5912	Galium californicum	0	1700
5913	Galium californicum ssp. californicum	0	1400
5914	Galium californicum ssp. flaccidum	0	1500
5915	Galium californicum ssp. luciense	1100	1300
5916	Galium californicum ssp. maritimum	0	100
5917	Galium californicum ssp. miguelense	0	100
5918	Galium californicum ssp. primum	1300	1700
5919	Galium californicum ssp. sierrae	100	500
5920	Galium catalinense	0	300
5921	Galium catalinense ssp. acrispum	0	4100
5922	Galium catalinense ssp. catalinense	0	4100
5923	Galium clementis	1100	1800
5924	Galium cliftonsmithii	200	1300
5925	Galium divaricatum	0	700
5926	Galium glabrescens	1600	2800
5927	Galium glabrescens ssp. glabrescens	1600	2800
5928	Galium glabrescens ssp. modocense	1600	2800
5929	Galium grande	400	1500
5930	Galium grayanum	1900	3500
5931	Galium grayanum var. grayanum	1900	3500
5932	Galium grayanum var. nanum	1900	2500
5933	Galium hallii	800	2400
5934	Galium hardhamiae	400	1000
5935	Galium hilendiae	1200	3400
5936	Galium hilendiae ssp. carneum	1600	3400
5937	Galium hilendiae ssp. hilendiae	1300	2700
5938	Galium hilendiae ssp. kingstonense	1200	2100
5939	Galium hypotrichium	1900	4200
5940	Galium hypotrichium ssp. hypotrichium	3000	4200
5941	Galium hypotrichium ssp. inyoense	1900	3200
5942	Galium hypotrichium ssp. subalpinum	2600	3900
5943	Galium hypotrichium ssp. tomentellum	3300	3600
5944	Galium jepsonii	2000	2500
5945	Galium johnstonii	1600	2300
5946	Galium magnifolium	800	2000
5947	Galium matthewsii	1100	3000
5948	Galium mexicanum var. asperulum	500	2500
5949	Galium mollugo	0	1000
5950	Galium multiflorum	1300	2900
5951	Galium munzii	1100	2300
5952	Galium murale	0	700
5953	Galium muricatum	0	1100
5954	Galium nuttallii	0	500
5955	Galium nuttallii ssp. insulare	0	400
5956	Galium nuttallii ssp. nuttallii	0	500
5957	Galium oreganum	1400	1600
5958	Galium parishii	1600	3400
5959	Galium parisiense	100	2200
5960	Galium porrigens	100	1100
5961	Galium porrigens var. porrigens	0	1100
5962	Galium porrigens var. tenue	100	1100
5963	Galium proliferum	1100	1400
5964	Galium saxatile	0	100
5965	Galium schultesii	500	4100
5966	Galium serpenticum	1000	2800
5967	Galium serpenticum ssp. scotticum	1000	2000
5968	Galium serpenticum ssp. warnerense	1400	2800
5969	Galium sparsiflorum	300	2300
5970	Galium sparsiflorum ssp. glabrius	300	1600
5971	Galium sparsiflorum ssp. sparsiflorum	800	2300
5972	Galium stellatum var. eremicum	100	1600
5973	Galium tricornutum	100	2000
5974	Galium trifidum	0	2800
5975	Galium trifidum var. pacificum	0	2400
5976	Galium trifidum var. pusillum	1700	2800
5977	Galium triflorum	0	3000
5978	Galium verum	0	100
5979	Galium wrightii	1600	2000
5980	Kelloggia galioides	1100	3000
5981	Sherardia arvensis	0	600
5982	Cneoridium dumosum	0	800
5983	Ptelea crenulata	0	700
5984	Ruta chalepensis	0	500
5985	Thamnosma montana	0	700
5986	Populus alba	600	0
5987	Populus angustifolia	1200	1800
5988	Populus balsamifera ssp. trichocarpa	0	2800
5989	Populus fremontii ssp. fremontii	0	2000
5990	Populus tremuloides	1800	3000
5991	Salix alba	0	1000
5992	Salix arctica	2300	4000
5993	Salix babylonica	0	1000
5994	Salix bebbiana	1200	1400
5995	Salix boothii	1700	3200
5996	Salix brachycarpa ssp. brachycarpa	3200	3500
5997	Salix breweri	300	1300
5998	Salix delnortensis	0	500
5999	Salix drummondiana	2200	3000
6000	Salix eastwoodiae	1600	3800
6001	Salix exigua	0	2700
6002	Salix geyeriana	1400	3600
6003	Salix gooddingii	0	500
6004	Salix hookeriana	0	100
6005	Salix jepsonii	1000	3400
6006	Salix laevigata	0	1700
6007	Salix lasiolepis	0	2800
6008	Salix lemmonii	1400	3500
6009	Salix ligulifolia	1100	2500
6010	Salix lucida	0	3200
6011	Salix lucida ssp. caudata	1500	3200
6012	Salix lucida ssp. lasiandra	0	2700
6013	Salix lutea	900	3100
6014	Salix melanopsis	800	2700
6015	Salix orestera	2100	4000
6016	Salix planifolia ssp. planifolia	2500	4000
6017	Salix prolixa	1600	2000
6018	Salix reticulata ssp. nivalis	3100	3500
6019	Salix scouleriana	0	3400
6020	Salix sessilifolia	0	200
6021	Salix sitchensis	0	400
6022	Comandra umbellata ssp. californica	300	3000
6023	Darlingtonia californica	0	2200
6024	Sarracenia purpurea	900	1100
6025	Anemopsis californica	0	1700
6026	Bensoniella oregona	1000	4100
6027	Bolandra californica	2000	4100
6028	Boykinia major	0	2500
6029	Boykinia occidentalis	0	1500
6030	Boykinia rotundifolia	0	2000
6031	Chrysosplenium glechomifolium	0	200
6032	Darmera peltata	0	2000
6033	Heuchera abramsii	2800	3500
6034	Heuchera brevistaminea	1500	2000
6035	Heuchera cespitosa	1900	2300
6036	Heuchera cylindrica var. alpina	1000	3000
6037	Heuchera duranii	2500	3500
6038	Heuchera elegans	1500	2500
6039	Heuchera hirsutissima	2200	3500
6040	Heuchera maxima	0	500
6041	Heuchera merriamii	1500	2500
6042	Heuchera micrantha	0	2500
6043	Heuchera parishii	1500	3800
6044	Heuchera pilosissima	0	500
6045	Heuchera rubescens	1500	4000
6046	Heuchera rubescens var. alpicola	1500	4000
6047	Heuchera rubescens var. glandulosa	1500	4000
6048	Heuchera rubescens var. rydbergiana	1500	4000
6049	Heuchera rubescens var. versicolor	1500	4000
6050	Jepsonia heterandra	0	500
6051	Jepsonia malvifolia	0	1000
6052	Jepsonia parryi	0	1000
6053	Lithophragma affine	0	2000
6054	Lithophragma bolanderi	0	1500
6055	Lithophragma campanulatum	0	2500
6056	Lithophragma cymbalaria	0	2500
6057	Lithophragma glabrum	0	3500
6058	Lithophragma heterophyllum	0	1500
6059	Lithophragma maximum	0	400
6060	Lithophragma parviflorum	0	3000
6061	Lithophragma parviflorum var. parviflorum	0	3000
6062	Lithophragma parviflorum var. trifoliatum	0	600
6063	Lithophragma tenellum	0	3000
6064	Mitella breweri	1500	3500
6065	Mitella caulescens	0	1700
6066	Mitella diversifolia	500	2000
6067	Mitella ovalis	0	1000
6068	Mitella pentandra	1500	2500
6069	Mitella trifida	900	2000
6070	Parnassia californica	0	4000
6071	Parnassia cirrata	0	3000
6072	Parnassia fimbriata	0	4000
6073	Parnassia parviflora	0	3000
6074	Saxifraga aprica	1600	3500
6075	Saxifraga bryophora	1600	4500
6076	Saxifraga californica	0	1200
6077	Saxifraga cespitosa	2000	4100
6078	Saxifraga ferruginea	1500	2500
6079	Saxifraga howellii	0	900
6080	Saxifraga integrifolia	0	1000
6081	Saxifraga marshallii	0	1500
6082	Saxifraga mertensiana	0	2500
6083	Saxifraga nidifica var. nidifica	500	3000
6084	Saxifraga nuttallii	0	700
6085	Saxifraga odontoloma	1500	4100
6086	Saxifraga oregana	100	2500
6087	Saxifraga rivularis	3500	4500
6088	Saxifraga rufidula	2000	4100
6089	Saxifraga stolonifera	0	200
6090	Saxifraga tolmiei	2000	4100
6091	Saxifragopsis fragarioides	1500	3000
6092	Suksdorfia ranunculifolia	1500	2500
6093	Tellima grandiflora	0	2000
6094	Tiarella trifoliata	0	2500
6095	Tiarella trifoliata var. trifoliata	1500	4100
6096	Tiarella trifoliata var. unifoliata	0	2500
6097	Tolmiea menziesii	0	1800
6098	Antirrhinum cornutum	0	1300
6099	Antirrhinum coulterianum	0	1700
6100	Antirrhinum cyathiferum	0	800
6101	Antirrhinum filipes	0	1400
6102	Antirrhinum kelloggii	0	1300
6103	Antirrhinum kingii	500	2300
6104	Antirrhinum leptaleum	300	2100
6105	Antirrhinum majus	0	1200
6106	Antirrhinum multiflorum	0	1700
6107	Antirrhinum nuttallianum	0	1400
6108	Antirrhinum nuttallianum ssp. nuttallianum	0	1300
6109	Antirrhinum nuttallianum ssp. subsessile	0	1400
6110	Antirrhinum orontium	0	1000
6111	Antirrhinum ovatum	200	1000
6112	Antirrhinum subcordatum	300	800
6113	Antirrhinum vexillo-calyculatum	0	2000
6114	Antirrhinum vexillo-calyculatum ssp. breweri	0	2000
6115	Antirrhinum vexillo-calyculatum ssp. intermedium	100	1400
6116	Antirrhinum vexillo-calyculatum ssp. vexillo-calyculatum	0	1200
6117	Antirrhinum virga	200	2000
6118	Bacopa eisenii	0	100
6119	Bacopa monnieri	0	100
6120	Bacopa repens	0	100
6121	Bacopa rotundifolia	0	100
6122	Bellardia trixago	0	200
6123	Castilleja affinis	0	1200
6124	Castilleja affinis ssp. affinis	0	1200
6125	Castilleja affinis ssp. litoralis	0	100
6126	Castilleja affinis ssp. neglecta	0	300
6127	Castilleja ambigua	0	200
6128	Castilleja ambigua ssp. ambigua	0	100
6129	Castilleja ambigua ssp. humboldtiensis	0	100
6130	Castilleja ambigua ssp. insalutata	0	100
6131	Castilleja angustifolia	1000	3000
6132	Castilleja applegatei	300	3600
6133	Castilleja applegatei ssp. disticha	2000	3000
6134	Castilleja applegatei ssp. martinii	300	2800
6135	Castilleja applegatei ssp. pallida	2400	3600
6136	Castilleja applegatei ssp. pinetorum	700	2700
6137	Castilleja arachnoidea	1700	3000
6138	Castilleja attenuata	0	1200
6139	Castilleja brevistyla	0	1200
6140	Castilleja campestris	0	2300
6141	Castilleja campestris ssp. campestris	0	2300
6142	Castilleja campestris ssp. succulenta	0	800
6143	Castilleja chrymactis	0	4100
6144	Castilleja cinerea	1800	2800
6145	Castilleja densiflora	0	1400
6146	Castilleja densiflora ssp. densiflora	0	800
6147	Castilleja densiflora ssp. gracilis	0	1400
6148	Castilleja densiflora ssp. obispoensis	0	100
6149	Castilleja exserta	0	1600
6150	Castilleja exserta ssp. exserta	0	1600
6151	Castilleja exserta ssp. latifolia	0	200
6152	Castilleja exserta ssp. venusta	600	900
6153	Castilleja foliolosa	0	1800
6154	Castilleja grisea	200	400
6155	Castilleja hispida ssp. brevilobata	200	1700
6156	Castilleja lacera	200	2800
6157	Castilleja lanata ssp. hololeuca	0	300
6158	Castilleja lasiorhyncha	1300	2300
6159	Castilleja latifolia	0	100
6160	Castilleja lemmonii	2100	3500
6161	Castilleja linariifolia	1000	3000
6162	Castilleja lineariloba	0	1600
6163	Castilleja mendocinensis	0	100
6164	Castilleja miniata	0	3500
6165	Castilleja miniata ssp. elata	0	1400
6166	Castilleja miniata ssp. miniata	1500	3500
6167	Castilleja minor	0	2300
6168	Castilleja minor ssp. minor	1200	2200
6169	Castilleja minor ssp. spiralis	0	2300
6170	Castilleja mollis	0	100
6171	Castilleja nana	3600	3800
6172	Castilleja parviflora	1500	3000
6173	Castilleja pilosa	1200	3400
6174	Castilleja plagiotoma	300	2500
6175	Castilleja praeterita	2200	3400
6176	Castilleja pruinosa	500	2200
6177	Castilleja rubicundula	0	900
6178	Castilleja rubicundula ssp. lithospermoides	0	900
6179	Castilleja rubicundula ssp. rubicundula	0	900
6180	Castilleja schizotricha	1500	2300
6181	Castilleja subinclusa	0	2200
6182	Castilleja subinclusa ssp. franciscana	0	100
6183	Castilleja subinclusa ssp. subinclusa	0	2200
6184	Castilleja tenuis	1000	2800
6185	Castilleja wightii	0	300
6186	Collinsia bartsiifolia	0	1300
6187	Collinsia bartsiifolia var. bartsiifolia	0	600
6188	Collinsia bartsiifolia var. davidsonii	500	1300
6189	Collinsia callosa	1000	2300
6190	Collinsia childii	1000	2200
6191	Collinsia concolor	300	1700
6192	Collinsia corymbosa	0	100
6193	Collinsia grandiflora	400	1600
6194	Collinsia greenei	300	2500
6195	Collinsia heterophylla	0	1000
6196	Collinsia linearis	200	2000
6197	Collinsia multicolor	0	300
6198	Collinsia parryi	500	1600
6199	Collinsia parviflora	800	3500
6200	Collinsia rattanii	100	1500
6201	Collinsia sparsiflora	0	1200
6202	Collinsia sparsiflora var. arvensis	0	700
6203	Collinsia sparsiflora var. collina	100	1200
6204	Collinsia sparsiflora var. sparsiflora	0	1000
6205	Collinsia tinctoria	600	2500
6206	Collinsia torreyi	800	4000
6207	Collinsia torreyi var. brevicarinata	1800	3000
6208	Collinsia torreyi var. latifolia	1000	2500
6209	Collinsia torreyi var. torreyi	1000	3000
6210	Collinsia torreyi var. wrightii	800	4000
6211	Cordylanthus capitatus	1800	2000
6212	Cordylanthus eremicus	1800	3000
6213	Cordylanthus eremicus ssp. eremicus	1800	2800
6214	Cordylanthus eremicus ssp. kernensis	2100	3000
6215	Cordylanthus kingii ssp. helleri	1300	3100
6216	Cordylanthus maritimus	0	1900
6217	Cordylanthus maritimus ssp. canescens	1200	1900
6218	Cordylanthus maritimus ssp. maritimus	0	100
6219	Cordylanthus maritimus ssp. palustris	0	100
6220	Cordylanthus mollis	0	100
6221	Cordylanthus mollis ssp. hispidus	0	100
6222	Cordylanthus mollis ssp. mollis	0	100
6223	Cordylanthus nevinii	1700	2500
6224	Cordylanthus nidularius	600	800
6225	Cordylanthus orcuttianus	0	400
6226	Cordylanthus palmatus	0	100
6227	Cordylanthus parviflorus	700	2200
6228	Cordylanthus pilosus	0	1300
6229	Cordylanthus pilosus ssp. hansenii	0	1000
6230	Cordylanthus pilosus ssp. pilosus	0	700
6231	Cordylanthus pilosus ssp. trifidus	0	1100
6232	Cordylanthus pringlei	400	1700
6233	Cordylanthus ramosus	1200	2800
6234	Cordylanthus rigidus	0	2500
6235	Cordylanthus rigidus ssp. brevibracteatus	1000	2500
6236	Cordylanthus rigidus ssp. littoralis	0	200
6237	Cordylanthus rigidus ssp. rigidus	100	2300
6238	Cordylanthus rigidus ssp. setigerus	0	1900
6239	Cordylanthus tecopensis	100	900
6240	Cordylanthus tenuis	0	2500
6241	Cordylanthus tenuis ssp. barbatus	1300	2000
6242	Cordylanthus tenuis ssp. brunneus	0	900
6243	Cordylanthus tenuis ssp. capillaris	200	4100
6244	Cordylanthus tenuis ssp. pallescens	1100	1300
6245	Cordylanthus tenuis ssp. tenuis	300	2500
6246	Cordylanthus tenuis ssp. viscidus	400	1600
6247	Cymbalaria muralis	0	1000
6248	Digitalis purpurea	0	1000
6249	Dopatrium junceum	0	100
6250	Galvezia speciosa	0	900
6251	Gratiola ebracteata	0	2000
6252	Gratiola heterosepala	0	1200
6253	Gratiola neglecta	0	2000
6254	Hebe X-franciscana	0	100
6255	Hebe speciosa	0	100
6256	Keckiella antirrhinoides	100	1600
6257	Keckiella antirrhinoides var. antirrhinoides	100	1600
6258	Keckiella antirrhinoides var. microphylla	400	1800
6259	Keckiella breviflora	0	2700
6260	Keckiella breviflora var. breviflora	0	2700
6261	Keckiella breviflora var. glabrisepala	0	2700
6262	Keckiella cordifolia	0	1200
6263	Keckiella corymbosa	100	1600
6264	Keckiella lemmonii	200	1900
6265	Keckiella rothrockii	1900	3200
6266	Keckiella rothrockii var. jacintensis	1900	3200
6267	Keckiella rothrockii var. rothrockii	1900	3200
6268	Keckiella ternata	300	2700
6269	Keckiella ternata var. septentrionalis	1500	4100
6270	Keckiella ternata var. ternata	300	2700
6271	Kickxia elatine	0	1000
6272	Kickxia spuria	0	1000
6273	Limosella acaulis	0	3300
6274	Limosella aquatica	0	3200
6275	Limosella subulata	0	100
6276	Linaria bipartita	0	500
6277	Linaria canadensis	0	1800
6278	Linaria genistifolia ssp. dalmatica	0	1000
6279	Linaria maroccana	0	500
6280	Linaria pinifolia	0	500
6281	Linaria purpurea	0	500
6282	Linaria supina	0	500
6283	Linaria vulgaris	0	1000
6284	Lindernia dubia	0	1600
6285	Lindernia dubia var. anagallidea	0	1600
6286	Lindernia dubia var. dubia	100	700
6287	Maurandya antirrhiniflora ssp. antirrhiniflora	0	2600
6288	Maurandya petrophila	1200	1400
6289	Mimulus alsinoides	0	900
6290	Mimulus androsaceus	0	2100
6291	Mimulus angustatus	200	1200
6292	Mimulus aurantiacus	0	1600
6293	Mimulus bicolor	300	2100
6294	Mimulus bigelovii	100	2300
6295	Mimulus bigelovii var. bigelovii	100	1700
6296	Mimulus bigelovii var. cuspidatus	100	2300
6297	Mimulus bolanderi	300	1700
6298	Mimulus breviflorus	1500	2200
6299	Mimulus brevipes	0	1800
6300	Mimulus breweri	1200	3400
6301	Mimulus cardinalis	0	2400
6302	Mimulus clevelandii	1000	2000
6303	Mimulus congdonii	120	1100
6304	Mimulus constrictus	700	2200
6305	Mimulus cusickii	600	1600
6306	Mimulus dentatus	0	400
6307	Mimulus douglasii	0	1200
6308	Mimulus exiguus	1800	2300
6309	Mimulus filicaulis	1200	1800
6310	Mimulus floribundus	0	2500
6311	Mimulus fremontii	0	2100
6312	Mimulus glaucescens	0	600
6313	Mimulus gracilipes	500	1300
6314	Mimulus guttatus	0	2500
6315	Mimulus inconspicuus	100	2000
6316	Mimulus jepsonii	1200	2400
6317	Mimulus johnstonii	1200	3000
6318	Mimulus kelloggii	0	1600
6319	Mimulus laciniatus	900	4100
6320	Mimulus latidens	0	900
6321	Mimulus latifolius	0	200
6322	Mimulus layneae	200	2000
6323	Mimulus leptaleus	2000	3400
6324	Mimulus lewisii	1200	3100
6325	Mimulus mephiticus	1500	3500
6326	Mimulus mohavensis	600	1000
6327	Mimulus montioides	1800	4100
6328	Mimulus moschatus	0	2900
6329	Mimulus nanus	1000	2300
6330	Mimulus norrisii	600	1300
6331	Mimulus nudatus	200	700
6332	Mimulus palmeri	0	2100
6333	Mimulus parishii	0	2100
6334	Mimulus parryi	1200	2600
6335	Mimulus pictus	100	1300
6336	Mimulus pilosus	0	2600
6337	Mimulus primuloides	600	3400
6338	Mimulus primuloides ssp. linearifolius	600	2200
6339	Mimulus primuloides ssp. primuloides	600	3400
6340	Mimulus pulchellus	600	2000
6341	Mimulus pulsiferae	500	1900
6342	Mimulus purpureus	1900	2300
6343	Mimulus pygmaeus	1200	1700
6344	Mimulus rattanii	0	1300
6345	Mimulus ringens	0	200
6346	Mimulus rubellus	800	2600
6347	Mimulus rupicola	300	1800
6348	Mimulus shevockii	900	1300
6349	Mimulus suksdorfii	1100	4000
6350	Mimulus tilingii	1400	3400
6351	Mimulus torreyi	600	2000
6352	Mimulus traskiae	0	4100
6353	Mimulus tricolor	0	600
6354	Mimulus viscidus	0	1300
6355	Mimulus whitneyi	1500	3400
6356	Mohavea breviflora	100	1400
6357	Mohavea confertiflora	0	1100
6358	Nothochelone nemorosa	1000	1400
6359	Orthocarpus bracteosus	500	2000
6360	Orthocarpus cuspidatus	700	3200
6361	Orthocarpus cuspidatus ssp. copelandii	1300	2300
6362	Orthocarpus cuspidatus ssp. cryptanthus	1500	3200
6363	Orthocarpus cuspidatus ssp. cuspidatus	700	2200
6364	Orthocarpus imbricatus	1600	2400
6365	Orthocarpus luteus	1500	3000
6366	Orthocarpus pachystachyus	800	4100
6367	Parentucellia latifolia	100	4100
6368	Parentucellia viscosa	0	100
6369	Pedicularis attollens	1500	3900
6370	Pedicularis bracteosa var. flavida	1200	2300
6371	Pedicularis centranthera	1300	1500
6372	Pedicularis contorta	1600	2400
6373	Pedicularis crenulata	2100	2300
6374	Pedicularis densiflora	0	2100
6375	Pedicularis dudleyi	0	400
6376	Pedicularis groenlandica	1000	3600
6377	Pedicularis howellii	1500	1900
6378	Pedicularis racemosa	900	2300
6379	Pedicularis semibarbata	1500	3500
6380	Penstemon albomarginatus	700	900
6381	Penstemon anguineus	600	2000
6382	Penstemon azureus	300	2500
6383	Penstemon azureus var. angustissimus	300	700
6384	Penstemon azureus var. azureus	500	2500
6385	Penstemon barnebyi	1500	2500
6386	Penstemon bicolor	700	1500
6387	Penstemon caesius	1800	3400
6388	Penstemon calcareus	1200	1600
6389	Penstemon californicus	1200	2300
6390	Penstemon centranthifolius	0	1800
6391	Penstemon cinicola	1200	2200
6392	Penstemon clevelandii	400	1500
6393	Penstemon clevelandii var. clevelandii	400	1500
6394	Penstemon clevelandii var. connatus	400	1500
6395	Penstemon clevelandii var. mohavensis	400	1500
6396	Penstemon davidsonii var. davidsonii	2000	3600
6397	Penstemon deustus	600	3000
6398	Penstemon deustus var. pedicellatus	900	3000
6399	Penstemon deustus var. suffrutescens	600	2200
6400	Penstemon eatonii	1500	2800
6401	Penstemon eatonii var. eatonii	1500	2800
6402	Penstemon eatonii var. undosus	1500	2800
6403	Penstemon filiformis	400	4100
6404	Penstemon floridus	1000	2400
6405	Penstemon floridus var. austinii	1000	2400
6406	Penstemon floridus var. floridus	1600	2400
6407	Penstemon fruticiformis	1000	1800
6408	Penstemon fruticiformis var. amargosae	1000	1200
6409	Penstemon fruticiformis var. fruticiformis	1000	1800
6410	Penstemon gracilentus	1000	3000
6411	Penstemon grinnellii	500	2700
6412	Penstemon grinnellii var. grinnellii	900	2700
6413	Penstemon grinnellii var. scrophularioides	500	2500
6414	Penstemon heterodoxus	1100	3900
6415	Penstemon heterodoxus var. cephalophorus	2100	3300
6416	Penstemon heterodoxus var. heterodoxus	2000	3900
6417	Penstemon heterodoxus var. shastensis	1100	2400
6418	Penstemon heterophyllus	0	1600
6419	Penstemon heterophyllus var. australis	0	1600
6420	Penstemon heterophyllus var. heterophyllus	0	1600
6421	Penstemon heterophyllus var. purdyi	0	1600
6422	Penstemon humilis var. humilis	1500	3000
6423	Penstemon incertus	1000	1700
6424	Penstemon janishiae	1300	2300
6425	Penstemon labrosus	1500	2400
6426	Penstemon laetus	400	2500
6427	Penstemon laetus var. laetus	400	2500
6428	Penstemon laetus var. leptosepalus	400	1600
6429	Penstemon laetus var. sagittatus	600	1600
6430	Penstemon monoensis	1300	1800
6431	Penstemon neotericus	1000	2200
6432	Penstemon newberryi	700	3500
6433	Penstemon newberryi var. berryi	1600	2300
6434	Penstemon newberryi var. newberryi	1300	3500
6435	Penstemon newberryi var. sonomensis	700	1300
6436	Penstemon pahutensis	1900	2300
6437	Penstemon palmeri var. palmeri	1100	2300
6438	Penstemon papillatus	2000	2700
6439	Penstemon parvulus	500	2200
6440	Penstemon patens	1900	3000
6441	Penstemon personatus	1500	1800
6442	Penstemon procerus	1200	3600
6443	Penstemon procerus var. brachyanthus	1200	2400
6444	Penstemon procerus var. formosus	2500	3600
6445	Penstemon pseudospectabilis	100	1400
6446	Penstemon purpusii	1500	2400
6447	Penstemon rattanii	0	1200
6448	Penstemon rattanii var. kleei	400	1000
6449	Penstemon rattanii var. rattanii	0	1200
6450	Penstemon roezlii	700	2500
6451	Penstemon rostriflorus	1600	2800
6452	Penstemon rupicola	1100	2300
6453	Penstemon rydbergii var. oreocharis	1200	3100
6454	Penstemon scapoides	2000	3200
6455	Penstemon speciosus	1200	3300
6456	Penstemon spectabilis	100	2400
6457	Penstemon spectabilis var. spectabilis	100	1100
6458	Penstemon spectabilis var. subviscosus	500	2400
6459	Penstemon stephensii	1200	1500
6460	Penstemon sudans	1200	1700
6461	Penstemon thompsoniae	1500	2700
6462	Penstemon thurberi	500	1200
6463	Penstemon tracyi	2000	2100
6464	Penstemon utahensis	1200	2500
6465	Penstemon venustus	900	2200
6466	Scrophularia atrata	0	500
6467	Scrophularia californica	0	1500
6468	Scrophularia californica ssp. californica	0	1500
6469	Scrophularia californica ssp. floribunda	0	1500
6470	Scrophularia desertorum	1000	3000
6471	Scrophularia lanceolata	1400	2800
6472	Scrophularia villosa	0	500
6473	Stemodia durantifolia	0	300
6474	Synthyris missurica	2000	2500
6475	Synthyris reniformis	0	1500
6476	Tonella tenella	0	1600
6477	Triphysaria eriantha	0	1300
6478	Triphysaria eriantha ssp. eriantha	0	1300
6479	Triphysaria eriantha ssp. rosea	0	100
6480	Triphysaria floribunda	0	100
6481	Triphysaria micrantha	0	1000
6482	Triphysaria pusilla	0	400
6483	Triphysaria versicolor	0	500
6484	Triphysaria versicolor ssp. faucibarbata	0	500
6485	Triphysaria versicolor ssp. versicolor	0	100
6486	Verbascum blattaria	0	1600
6487	Verbascum speciosum	0	500
6488	Verbascum thapsus	0	2200
6489	Verbascum virgatum	0	300
6490	Veronica americana	0	3300
6491	Veronica anagallis-aquatica	0	2500
6492	Veronica arvensis	0	1500
6493	Veronica beccabunga	0	2000
6494	Veronica catenata	0	2500
6495	Veronica chamaedrys	0	100
6496	Veronica copelandii	2500	4100
6497	Veronica cusickii	0	3000
